results_url,competition_date,competition_type,competition_name,location,ligue,department,type,level
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=284974,01/09,Cross,Trail des chioures - 19ème édition,Saint pancrasse,ARA,38.0,Meet,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=292698,15/09,Cross,Les foulées des 2 ponts,Precy sur oise,H-F,60.0,Meet,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=288901,29/09,Cross,Foulée de chevry 2024,Chevry,ARA,1.0,Meet,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=293445,29/09,Cross,Course du souffle parc pastre,Marseille,PCA,13.0,Meet,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=297883,11/10,Cross,Animation cross,Chatillon sur chalaronne,ARA,1.0,Anim,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=295421,12/10,Cross,J1 kid cross zone 1,Guidel,BRE,56.0,Anim,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=295422,12/10,Cross,J1 kid cross zone 2,Theix-noyalo,BRE,56.0,Anim,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=295423,12/10,Cross,J1 kid cross zone 3,Serent,BRE,56.0,Anim,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=298966,18/10,Cross,Cross des uniformes de normandie,Le havre,NOR,76.0,Meet,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=299344,19/10,Cross,Kid cross,Barentin,NOR,76.0,Anim,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=299591,19/10,Cross,Cross fsgt de rânes,Ranes,NOR,61.0,Meet,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=299365,20/10,Cross,Cross uasn,Anse bertrand,GUA,971.0,Meet,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=291534,20/10,Cross,Course nature de blesmes,Blesmes,H-F,2.0,Meet,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=298996,27/10,Cross,Cross de vieux-bourg,Morne a l'eau,GUA,971.0,Meet,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=286511,01/11,Cross,Cross de la saucisse,Anduze,OCC,30.0,Meet,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=300226,01/11,Cross,Kid cross anduze,Anduze,OCC,30.0,Anim,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=286989,02/11,Cross,Le cross de la source de la charente,Cheronnac,N-A,87.0,Meet,Dép
